ship_date,origin_zone,dest_zone,carrier,service_level,transit_time_days
2023-03-20,EU_WEST,CANADA_EAST,LaserShip,Priority,7.5
2023-03-20,LATAM_SOUTH,CANADA_EAST,LaserShip,Priority,7.8
2023-03-20,EU_WEST,AFRICA_SOUTH,TNT,Overnight,3.8
2023-03-20,ASIA_WEST,ASIA_EAST,FedEx,Ground,4.8
2023-03-20,US_SOUTH,ASIA_WEST,Regional_Express,Ground,13.0
2023-03-20,US_WEST,EU_SOUTH,OnTrac,Ground,11.6
2023-03-20,ASIA_EAST,CANADA_WEST,OnTrac,Priority,8.1
2023-03-20,OCEANIA,EU_NORTH,DHL,Ground,12.9
2023-03-20,AFRICA_NORTH,OCEANIA,USPS,Ground,11.6
2023-03-20,AFRICA_SOUTH,US_SOUTH,LaserShip,Priority,7.1
2023-03-20,US_WEST,EU_NORTH,TNT,Ground,11.6
2023-03-20,LATAM_NORTH,ASIA_EAST,USPS,Ground,12.9
2023-03-20,ASIA_EAST,US_SOUTH,USPS,Ground,12.6
2023-03-20,ASIA_WEST,US_EAST,UPS,Express,3.9
2023-03-20,AFRICA_NORTH,EU_NORTH,TNT,Ground,11.6
2023-03-20,ASIA_SOUTH,US_EAST,TNT,Ground,12.0
2023-03-20,ASIA_SOUTH,EU_NORTH,Amazon_Logistics,Ground,12.1
2023-03-20,EU_EAST,EU_SOUTH,UPS,Priority,2.7
2023-03-20,LATAM_NORTH,ASIA_WEST,FedEx,Ground,11.3
2023-03-20,ASIA_WEST,US_WEST,FedEx,Ground,11.0
2023-03-20,EU_WEST,US_EAST,Regional_Express,Priority,6.8
2023-03-20,EU_WEST,US_WEST,USPS,Overnight,3.3
2023-03-20,ASIA_SOUTH,US_WEST,TNT,Express,4.6
2023-03-20,ASIA_WEST,ASIA_EAST,Amazon_Logistics,Express,1.3
2023-03-20,EU_EAST,US_EAST,Amazon_Logistics,Ground,11.9
2023-03-20,US_SOUTH,LATAM_SOUTH,DHL,Priority,6.3
2023-03-20,EU_SOUTH,LATAM_NORTH,LaserShip,Ground,11.3
2023-03-20,AFRICA_NORTH,EU_EAST,UPS,Ground,11.3
2023-03-20,ASIA_WEST,LATAM_NORTH,USPS,Express,4.7
2023-03-20,EU_EAST,US_EAST,Amazon_Logistics,Overnight,2.5
2023-03-20,AFRICA_NORTH,US_SOUTH,DHL,Express,5.7
2023-03-20,US_EAST,CANADA_EAST,UPS,Priority,4.4
2023-03-20,ASIA_EAST,LATAM_NORTH,LaserShip,Ground,12.2
2023-03-20,CANADA_WEST,ASIA_SOUTH,USPS,Express,5.7
2023-03-20,EU_NORTH,ASIA_WEST,Regional_Express,Ground,13.2
2023-03-20,CANADA_WEST,OCEANIA,UPS,Priority,7.3
2023-03-20,LATAM_SOUTH,US_SOUTH,Global_Freight,Priority,7.9
2023-03-20,AFRICA_NORTH,US_WEST,DHL,Express,4.7
2023-03-20,EU_WEST,US_CENTRAL,OnTrac,Express,5.1
2023-03-20,ASIA_WEST,EU_SOUTH,OnTrac,Express,5.6
2023-03-20,EU_SOUTH,EU_NORTH,LaserShip,Ground,5.0
2023-03-20,EU_EAST,US_SOUTH,Global_Freight,Priority,8.5
2023-03-20,EU_EAST,CANADA_WEST,TNT,Priority,7.1
2023-03-20,ASIA_SOUTH,AFRICA_NORTH,TNT,Priority,7.0
2023-03-20,EU_SOUTH,EU_NORTH,LaserShip,Overnight,1.0
2023-03-20,AFRICA_NORTH,ASIA_SOUTH,Global_Freight,Ground,12.6
2023-03-20,EU_NORTH,AFRICA_NORTH,Amazon_Logistics,Ground,11.6
2023-03-20,LATAM_NORTH,CANADA_WEST,FedEx,Overnight,2.9
2023-03-20,CANADA_EAST,EU_NORTH,Amazon_Logistics,Express,4.8
2023-03-20,US_SOUTH,OCEANIA,Amazon_Logistics,Express,4.9
2023-03-20,EU_SOUTH,ASIA_EAST,Global_Freight,Priority,8.5
2023-03-20,CANADA_WEST,LATAM_NORTH,Amazon_Logistics,Priority,7.9
2023-03-20,CANADA_EAST,AFRICA_NORTH,DHL,Express,5.9
2023-03-20,OCEANIA,US_SOUTH,FedEx,Express,4.1
2023-03-20,ASIA_SOUTH,CANADA_WEST,UPS,Overnight,2.5
2023-03-21,EU_NORTH,ASIA_WEST,Global_Freight,Priority,9.0
2023-03-21,EU_WEST,ASIA_SOUTH,OnTrac,Express,5.6
2023-03-21,ASIA_SOUTH,EU_WEST,LaserShip,Overnight,3.2
2023-03-21,ASIA_EAST,CANADA_EAST,Amazon_Logistics,Priority,6.9
2023-03-21,US_WEST,US_SOUTH,UPS,Priority,2.1
2023-03-21,ASIA_WEST,EU_SOUTH,UPS,Ground,11.6
2023-03-21,OCEANIA,EU_EAST,Regional_Express,Overnight,3.4
2023-03-21,US_WEST,CANADA_EAST,Regional_Express,Priority,4.3
2023-03-21,EU_NORTH,LATAM_SOUTH,Global_Freight,Express,6.2
2023-03-21,EU_EAST,AFRICA_SOUTH,TNT,Ground,12.9
2023-03-21,ASIA_EAST,EU_EAST,TNT,Express,5.2
2023-03-21,ASIA_EAST,AFRICA_NORTH,LaserShip,Express,5.5
2023-03-21,US_CENTRAL,LATAM_NORTH,OnTrac,Express,5.9
2023-03-21,EU_EAST,US_CENTRAL,Global_Freight,Ground,13.3
2023-03-21,AFRICA_NORTH,EU_NORTH,Amazon_Logistics,Overnight,2.9
2023-03-21,US_EAST,AFRICA_SOUTH,TNT,Ground,11.3
2023-03-21,US_CENTRAL,EU_NORTH,Global_Freight,Ground,13.2
2023-03-21,ASIA_WEST,LATAM_NORTH,DHL,Ground,11.3
2023-03-21,CANADA_EAST,EU_SOUTH,Amazon_Logistics,Express,5.0
2023-03-21,US_SOUTH,EU_WEST,Regional_Express,Ground,12.1
2023-03-21,US_WEST,AFRICA_SOUTH,FedEx,Ground,12.2
2023-03-21,AFRICA_SOUTH,US_SOUTH,Regional_Express,Ground,12.4
2023-03-21,ASIA_SOUTH,AFRICA_SOUTH,USPS,Express,5.0
2023-03-21,OCEANIA,AFRICA_SOUTH,LaserShip,Ground,12.6
2023-03-21,US_WEST,ASIA_EAST,Regional_Express,Express,5.5
2023-03-21,US_SOUTH,US_CENTRAL,DHL,Ground,5.0
2023-03-21,AFRICA_SOUTH,LATAM_NORTH,UPS,Priority,7.9
2023-03-21,US_WEST,ASIA_WEST,Amazon_Logistics,Priority,7.0
2023-03-21,CANADA_EAST,ASIA_WEST,Amazon_Logistics,Ground,11.2
2023-03-21,US_WEST,US_CENTRAL,LaserShip,Priority,4.3
2023-03-21,EU_NORTH,US_EAST,TNT,Express,4.9
2023-03-21,ASIA_WEST,OCEANIA,FedEx,Ground,11.1
2023-03-21,US_WEST,AFRICA_NORTH,Amazon_Logistics,Ground,11.4
2023-03-21,US_WEST,US_EAST,Regional_Express,Ground,5.0
2023-03-21,US_SOUTH,EU_WEST,FedEx,Ground,12.3
2023-03-21,ASIA_SOUTH,CANADA_WEST,LaserShip,Express,5.7
2023-03-21,LATAM_NORTH,OCEANIA,DHL,Ground,12.4
2023-03-21,ASIA_EAST,EU_NORTH,DHL,Ground,12.0
2023-03-21,US_EAST,AFRICA_NORTH,Global_Freight,Priority,7.4
2023-03-21,EU_WEST,EU_NORTH,UPS,Express,1.4
2023-03-21,CANADA_EAST,ASIA_EAST,USPS,Express,5.7
2023-03-21,CANADA_WEST,LATAM_NORTH,UPS,Ground,11.9
2023-03-21,AFRICA_SOUTH,US_WEST,DHL,Overnight,2.7
2023-03-21,ASIA_WEST,ASIA_SOUTH,OnTrac,Express,2.7
2023-03-21,EU_SOUTH,EU_WEST,Amazon_Logistics,Overnight,1.0
2023-03-21,EU_SOUTH,LATAM_SOUTH,Amazon_Logistics,Ground,11.4
2023-03-21,EU_NORTH,ASIA_SOUTH,FedEx,Ground,10.7
2023-03-21,AFRICA_SOUTH,US_WEST,DHL,Ground,12.1
2023-03-21,ASIA_EAST,ASIA_WEST,TNT,Overnight,1.0
2023-03-21,ASIA_WEST,US_CENTRAL,OnTrac,Ground,11.9
2023-03-21,ASIA_WEST,LATAM_SOUTH,DHL,Express,5.6
2023-03-21,AFRICA_NORTH,CANADA_EAST,TNT,Express,4.2
2023-03-22,EU_NORTH,ASIA_WEST,Amazon_Logistics,Ground,11.7
2023-03-22,AFRICA_SOUTH,AFRICA_NORTH,FedEx,Express,1.2
2023-03-22,US_SOUTH,EU_WEST,FedEx,Express,5.1
2023-03-22,US_CENTRAL,ASIA_EAST,TNT,Ground,12.1
2023-03-22,EU_EAST,EU_WEST,Amazon_Logistics,Express,1.3
2023-03-22,OCEANIA,CANADA_EAST,FedEx,Express,5.4
2023-03-22,OCEANIA,CANADA_EAST,USPS,Ground,12.2
2023-03-22,OCEANIA,EU_SOUTH,Global_Freight,Ground,12.5
2023-03-22,LATAM_SOUTH,US_SOUTH,Amazon_Logistics,Overnight,3.1
2023-03-22,US_SOUTH,ASIA_SOUTH,OnTrac,Ground,12.2
2023-03-22,EU_WEST,OCEANIA,OnTrac,Ground,12.4
2023-03-22,CANADA_WEST,AFRICA_NORTH,LaserShip,Ground,12.6
2023-03-22,AFRICA_NORTH,AFRICA_SOUTH,OnTrac,Priority,3.3
2023-03-22,US_EAST,AFRICA_SOUTH,Global_Freight,Priority,8.0
2023-03-22,EU_EAST,EU_SOUTH,LaserShip,Ground,5.9
2023-03-22,EU_NORTH,EU_SOUTH,UPS,Express,1.6
2023-03-22,US_CENTRAL,OCEANIA,OnTrac,Ground,12.3
2023-03-22,ASIA_WEST,CANADA_EAST,USPS,Priority,6.4
2023-03-22,US_WEST,EU_SOUTH,Global_Freight,Ground,13.2
2023-03-22,AFRICA_NORTH,ASIA_WEST,UPS,Express,5.9
2023-03-22,AFRICA_NORTH,EU_EAST,UPS,Priority,6.5
2023-03-22,AFRICA_SOUTH,AFRICA_NORTH,DHL,Overnight,1.0
2023-03-22,EU_NORTH,CANADA_WEST,UPS,Ground,11.4
2023-03-22,EU_NORTH,EU_WEST,Amazon_Logistics,Overnight,1.0
2023-03-22,US_CENTRAL,AFRICA_NORTH,FedEx,Priority,6.5
2023-03-22,ASIA_SOUTH,CANADA_WEST,Global_Freight,Express,6.5
2023-03-22,US_CENTRAL,US_SOUTH,Amazon_Logistics,Ground,4.5
2023-03-22,US_WEST,ASIA_SOUTH,UPS,Ground,11.3
2023-03-22,US_WEST,EU_EAST,Global_Freight,Priority,7.9
2023-03-22,US_EAST,AFRICA_NORTH,Regional_Express,Priority,7.4
2023-03-22,LATAM_SOUTH,EU_NORTH,FedEx,Priority,6.6
2023-03-22,US_WEST,CANADA_WEST,Amazon_Logistics,Express,3.7
2023-03-22,LATAM_NORTH,EU_WEST,Global_Freight,Express,6.4
2023-03-22,US_WEST,CANADA_WEST,Amazon_Logistics,Priority,4.2
2023-03-22,CANADA_EAST,US_CENTRAL,Regional_Express,Priority,4.8
2023-03-22,CANADA_WEST,LATAM_SOUTH,Global_Freight,Ground,13.1
2023-03-22,OCEANIA,US_WEST,UPS,Priority,6.2
2023-03-23,US_EAST,US_SOUTH,OnTrac,Ground,4.8
2023-03-23,AFRICA_NORTH,CANADA_EAST,UPS,Express,4.6
2023-03-23,LATAM_SOUTH,ASIA_WEST,FedEx,Express,4.7
2023-03-23,EU_NORTH,CANADA_WEST,Regional_Express,Priority,6.6
2023-03-23,ASIA_SOUTH,CANADA_EAST,DHL,Overnight,2.5
2023-03-23,US_EAST,EU_SOUTH,LaserShip,Ground,
2023-03-23,US_SOUTH,AFRICA_SOUTH,TNT,Priority,6.9
2023-03-23,EU_EAST,US_EAST,USPS,Ground,12.4
2023-03-23,LATAM_SOUTH,ASIA_SOUTH,OnTrac,Express,5.5
2023-03-23,CANADA_EAST,ASIA_WEST,Global_Freight,Priority,8.9
2023-03-23,ASIA_EAST,EU_WEST,USPS,Express,5.4
2023-03-23,US_SOUTH,LATAM_NORTH,UPS,Express,4.7
2023-03-23,ASIA_EAST,EU_SOUTH,Regional_Express,Ground,13.0
2023-03-23,US_WEST,US_EAST,LaserShip,Ground,5.4
2023-03-23,CANADA_EAST,AFRICA_SOUTH,Global_Freight,Ground,13.1
2023-03-23,CANADA_EAST,ASIA_WEST,UPS,Overnight,2.3
2023-03-23,EU_NORTH,US_EAST,DHL,Priority,6.6
2023-03-23,CANADA_EAST,EU_WEST,FedEx,Priority,5.6
2023-03-23,OCEANIA,ASIA_EAST,Global_Freight,Overnight,4.2
2023-03-23,CANADA_WEST,AFRICA_NORTH,FedEx,Express,4.8
2023-03-23,EU_WEST,LATAM_NORTH,USPS,Ground,12.5
2023-03-23,OCEANIA,AFRICA_SOUTH,Regional_Express,Express,5.5
2023-03-23,ASIA_SOUTH,US_WEST,Regional_Express,Ground,13.3
2023-03-23,CANADA_WEST,ASIA_WEST,DHL,Ground,11.6
2023-03-23,OCEANIA,US_WEST,TNT,Priority,8.1
2023-03-23,ASIA_SOUTH,CANADA_EAST,Global_Freight,Ground,13.9
2023-03-23,US_CENTRAL,US_SOUTH,Amazon_Logistics,Ground,5.0
2023-03-23,US_EAST,EU_NORTH,TNT,Express,4.8
2023-03-23,OCEANIA,EU_WEST,OnTrac,Ground,11.9
2023-03-23,OCEANIA,LATAM_SOUTH,Global_Freight,Overnight,3.9
2023-03-23,EU_WEST,EU_NORTH,LaserShip,Overnight,1.5
2023-03-23,EU_EAST,AFRICA_NORTH,USPS,Ground,11.7
2023-03-23,EU_EAST,EU_NORTH,DHL,Overnight,1.0
2023-03-23,LATAM_SOUTH,US_WEST,OnTrac,Priority,6.7
2023-03-23,AFRICA_NORTH,EU_WEST,DHL,Express,4.7
2023-03-23,AFRICA_SOUTH,ASIA_SOUTH,USPS,Ground,11.2
2023-03-23,EU_NORTH,EU_SOUTH,FedEx,Ground,5.0
2023-03-23,ASIA_WEST,EU_NORTH,UPS,Ground,10.8
2023-03-23,EU_EAST,US_WEST,Amazon_Logistics,Ground,11.4
2023-03-23,LATAM_SOUTH,EU_EAST,UPS,Overnight,2.2
2023-03-23,AFRICA_NORTH,AFRICA_SOUTH,OnTrac,Ground,5.0
2023-03-23,EU_WEST,AFRICA_NORTH,UPS,Ground,11.2
2023-03-23,AFRICA_SOUTH,CANADA_WEST,FedEx,Priority,6.5
2023-03-23,CANADA_WEST,CANADA_EAST,USPS,Ground,6.1
2023-03-23,US_EAST,EU_WEST,FedEx,Ground,13.0
2023-03-23,CANADA_WEST,LATAM_SOUTH,DHL,Ground,11.6
2023-03-23,US_CENTRAL,EU_WEST,DHL,Ground,12.1
2023-03-23,CANADA_EAST,CANADA_WEST,USPS,Express,2.3
2023-03-23,US_CENTRAL,ASIA_WEST,UPS,Express,5.1
2023-03-23,EU_WEST,CANADA_EAST,FedEx,Express,5.2
2023-03-23,OCEANIA,CANADA_WEST,OnTrac,Ground,12.7
2023-03-23,US_SOUTH,CANADA_EAST,Regional_Express,Express,2.8
2023-03-24,US_CENTRAL,US_WEST,DHL,Ground,6.1
2023-03-24,US_WEST,EU_NORTH,DHL,Ground,12.7
2023-03-24,ASIA_EAST,EU_SOUTH,FedEx,Express,4.7
2023-03-24,LATAM_SOUTH,US_SOUTH,DHL,Express,6.5
2023-03-24,EU_NORTH,EU_SOUTH,LaserShip,Express,2.7
2023-03-24,OCEANIA,AFRICA_NORTH,OnTrac,Express,5.4
2023-03-24,CANADA_WEST,ASIA_SOUTH,Regional_Express,Priority,8.2
2023-03-24,CANADA_EAST,LATAM_SOUTH,UPS,Express,4.9
2023-03-24,LATAM_NORTH,ASIA_SOUTH,TNT,Ground,12.9
2023-03-24,EU_WEST,EU_EAST,UPS,Priority,4.4
2023-03-24,CANADA_WEST,AFRICA_SOUTH,Global_Freight,Ground,14.3
2023-03-24,CANADA_WEST,ASIA_WEST,OnTrac,Ground,14.2
2023-03-24,US_WEST,US_EAST,OnTrac,Priority,4.1
2023-03-24,US_CENTRAL,ASIA_WEST,LaserShip,Ground,13.5
2023-03-24,EU_EAST,US_EAST,UPS,Ground,12.5
2023-03-24,ASIA_SOUTH,CANADA_WEST,Regional_Express,Express,5.2
2023-03-24,US_CENTRAL,EU_NORTH,USPS,Priority,6.9
2023-03-24,ASIA_EAST,CANADA_WEST,OnTrac,Ground,13.4
2023-03-24,US_SOUTH,EU_EAST,Amazon_Logistics,Express,4.7
2023-03-24,EU_WEST,AFRICA_NORTH,USPS,Priority,7.5
2023-03-24,ASIA_SOUTH,AFRICA_SOUTH,UPS,Priority,8.9
2023-03-24,AFRICA_NORTH,US_SOUTH,Global_Freight,Express,5.7
2023-03-24,US_SOUTH,EU_SOUTH,FedEx,Priority,7.0
2023-03-24,OCEANIA,AFRICA_NORTH,UPS,Ground,11.8
2023-03-24,EU_NORTH,AFRICA_SOUTH,OnTrac,Ground,13.0
2023-03-24,AFRICA_NORTH,CANADA_EAST,USPS,Priority,8.3
2023-03-24,OCEANIA,AFRICA_SOUTH,LaserShip,Ground,13.6
2023-03-24,EU_EAST,CANADA_WEST,DHL,Priority,8.3
2023-03-24,CANADA_EAST,AFRICA_NORTH,Global_Freight,Ground,13.6
2023-03-24,US_CENTRAL,ASIA_SOUTH,TNT,Ground,12.2
2023-03-24,AFRICA_SOUTH,ASIA_SOUTH,LaserShip,Ground,13.4
2023-03-24,US_EAST,LATAM_SOUTH,Global_Freight,Ground,13.2
2023-03-24,AFRICA_NORTH,LATAM_NORTH,Amazon_Logistics,Overnight,2.7
2023-03-24,EU_SOUTH,AFRICA_SOUTH,UPS,Express,5.5
2023-03-24,OCEANIA,AFRICA_NORTH,FedEx,Express,4.2
2023-03-24,US_EAST,ASIA_EAST,Regional_Express,Priority,7.6
2023-03-24,OCEANIA,EU_SOUTH,DHL,Ground,15.1
2023-03-24,LATAM_NORTH,OCEANIA,Regional_Express,Ground,13.0
2023-03-24,US_CENTRAL,ASIA_EAST,TNT,Ground,11.8
2023-03-24,LATAM_SOUTH,US_CENTRAL,Amazon_Logistics,Priority,7.6
2023-03-24,US_EAST,ASIA_SOUTH,UPS,Ground,10.8
2023-03-24,OCEANIA,EU_SOUTH,FedEx,Overnight,2.6
2023-03-24,AFRICA_SOUTH,ASIA_WEST,FedEx,Express,4.6
2023-03-25,LATAM_NORTH,OCEANIA,USPS,Express,4.8
2023-03-25,AFRICA_SOUTH,EU_WEST,Regional_Express,Ground,
2023-03-25,AFRICA_SOUTH,LATAM_NORTH,Global_Freight,Express,6.6
2023-03-25,LATAM_SOUTH,AFRICA_SOUTH,UPS,Priority,8.5
2023-03-25,US_SOUTH,ASIA_SOUTH,Amazon_Logistics,Ground,12.0
2023-03-25,ASIA_WEST,LATAM_NORTH,USPS,Express,5.1
2023-03-25,AFRICA_NORTH,US_EAST,UPS,Ground,11.9
2023-03-25,CANADA_WEST,ASIA_SOUTH,USPS,Ground,14.2
2023-03-26,AFRICA_NORTH,OCEANIA,LaserShip,Express,5.5
2023-03-26,LATAM_SOUTH,ASIA_EAST,TNT,Priority,7.8
2023-03-26,US_SOUTH,ASIA_SOUTH,Global_Freight,Express,6.7
2023-03-26,ASIA_SOUTH,US_EAST,DHL,Priority,6.9
2023-03-26,AFRICA_SOUTH,ASIA_EAST,OnTrac,Priority,8.8
2023-03-26,OCEANIA,EU_NORTH,FedEx,Ground,12.7
2023-03-26,ASIA_EAST,CANADA_WEST,Global_Freight,Ground,13.4
2023-03-26,US_SOUTH,AFRICA_NORTH,Global_Freight,Priority,9.5
2023-03-26,US_CENTRAL,ASIA_EAST,Regional_Express,Ground,12.6
2023-03-26,US_EAST,CANADA_WEST,Regional_Express,Express,4.5
2023-03-27,CANADA_WEST,ASIA_SOUTH,Global_Freight,Priority,7.4
2023-03-27,OCEANIA,CANADA_WEST,Global_Freight,Express,5.1
2023-03-27,EU_WEST,EU_NORTH,OnTrac,Express,3.4
2023-03-27,EU_WEST,AFRICA_NORTH,Amazon_Logistics,Priority,6.6
2023-03-27,ASIA_EAST,EU_WEST,UPS,Express,4.6
2023-03-27,ASIA_SOUTH,CANADA_WEST,DHL,Priority,6.5
2023-03-27,EU_EAST,EU_WEST,UPS,Express,1.3
2023-03-27,US_WEST,CANADA_WEST,OnTrac,Ground,7.2
2023-03-27,EU_NORTH,AFRICA_NORTH,Global_Freight,Priority,7.8
2023-03-27,LATAM_NORTH,EU_EAST,UPS,Overnight,2.4
2023-03-27,ASIA_SOUTH,US_CENTRAL,USPS,Overnight,3.3
2023-03-27,AFRICA_NORTH,ASIA_WEST,TNT,Express,4.9
2023-03-27,ASIA_SOUTH,LATAM_NORTH,USPS,Priority,7.6
2023-03-27,US_CENTRAL,US_WEST,DHL,Express,2.2
2023-03-27,US_EAST,CANADA_EAST,TNT,Ground,7.4
2023-03-27,EU_NORTH,AFRICA_SOUTH,Global_Freight,Priority,7.8
2023-03-27,OCEANIA,ASIA_SOUTH,Global_Freight,Overnight,3.7
2023-03-27,EU_NORTH,EU_EAST,USPS,Priority,3.1
2023-03-27,EU_SOUTH,CANADA_WEST,USPS,Express,5.0
2023-03-27,EU_SOUTH,US_CENTRAL,USPS,Priority,6.6
2023-03-27,US_EAST,LATAM_NORTH,Regional_Express,Ground,12.8
2023-03-27,US_CENTRAL,LATAM_SOUTH,TNT,Ground,11.7
2023-03-27,US_CENTRAL,EU_EAST,Regional_Express,Ground,12.9
2023-03-27,ASIA_SOUTH,EU_NORTH,OnTrac,Ground,11.6
2023-03-27,EU_EAST,US_EAST,FedEx,Express,4.3
2023-03-27,US_CENTRAL,OCEANIA,OnTrac,Ground,13.5
2023-03-27,EU_SOUTH,US_SOUTH,UPS,Priority,7.3
2023-03-27,EU_EAST,LATAM_SOUTH,Regional_Express,Ground,12.9
2023-03-27,EU_NORTH,LATAM_SOUTH,USPS,Ground,12.0
2023-03-27,EU_WEST,LATAM_SOUTH,OnTrac,Ground,11.8
2023-03-27,AFRICA_NORTH,ASIA_EAST,DHL,Ground,12.4
2023-03-27,CANADA_EAST,US_SOUTH,LaserShip,Express,3.8
2023-03-27,EU_SOUTH,EU_EAST,DHL,Overnight,1.0
2023-03-27,ASIA_SOUTH,OCEANIA,FedEx,Ground,11.4
2023-03-27,EU_EAST,US_CENTRAL,FedEx,Ground,11.4
2023-03-27,AFRICA_NORTH,US_CENTRAL,USPS,Ground,12.3
2023-03-27,CANADA_EAST,EU_SOUTH,OnTrac,Priority,7.0
2023-03-27,EU_EAST,US_SOUTH,Amazon_Logistics,Priority,6.5
2023-03-27,US_CENTRAL,EU_WEST,Global_Freight,Express,5.9
2023-03-27,LATAM_SOUTH,ASIA_SOUTH,UPS,Express,4.9
2023-03-27,ASIA_SOUTH,AFRICA_SOUTH,FedEx,Express,4.8
2023-03-27,ASIA_SOUTH,CANADA_WEST,FedEx,Overnight,2.0
2023-03-27,LATAM_NORTH,EU_WEST,Regional_Express,Ground,13.6
2023-03-27,ASIA_EAST,AFRICA_SOUTH,TNT,Express,4.7
2023-03-27,AFRICA_SOUTH,US_CENTRAL,LaserShip,Priority,7.3
2023-03-27,EU_SOUTH,LATAM_NORTH,Amazon_Logistics,Express,5.0
2023-03-27,OCEANIA,LATAM_SOUTH,UPS,Ground,10.6
2023-03-28,AFRICA_NORTH,OCEANIA,TNT,Priority,7.5
2023-03-28,EU_NORTH,ASIA_WEST,Regional_Express,Overnight,3.7
2023-03-28,LATAM_NORTH,OCEANIA,Global_Freight,Express,
2023-03-28,CANADA_WEST,CANADA_EAST,USPS,Priority,3.3
2023-03-28,CANADA_EAST,EU_NORTH,Regional_Express,Overnight,2.7
2023-03-28,ASIA_SOUTH,EU_EAST,DHL,Ground,11.8
2023-03-28,EU_WEST,ASIA_EAST,LaserShip,Ground,12.4
2023-03-28,AFRICA_NORTH,ASIA_WEST,Global_Freight,Ground,13.3
2023-03-28,ASIA_EAST,OCEANIA,FedEx,Express,4.4
2023-03-28,LATAM_SOUTH,US_WEST,Global_Freight,Overnight,4.8
2023-03-28,CANADA_WEST,ASIA_WEST,USPS,Ground,11.6
2023-03-28,CANADA_WEST,US_EAST,Amazon_Logistics,Express,3.2
2023-03-28,CANADA_EAST,EU_SOUTH,TNT,Ground,12.1
2023-03-28,ASIA_WEST,OCEANIA,DHL,Overnight,4.0
2023-03-28,ASIA_EAST,AFRICA_SOUTH,OnTrac,Ground,12.7
2023-03-28,LATAM_SOUTH,US_EAST,Global_Freight,Priority,8.1
2023-03-28,US_WEST,LATAM_SOUTH,FedEx,Priority,7.3
2023-03-28,OCEANIA,LATAM_SOUTH,FedEx,Priority,6.3
2023-03-28,ASIA_SOUTH,EU_WEST,TNT,Ground,12.1
2023-03-28,EU_NORTH,EU_SOUTH,TNT,Priority,3.6
2023-03-28,OCEANIA,US_SOUTH,FedEx,Priority,6.7
2023-03-28,US_WEST,US_SOUTH,TNT,Overnight,1.0
2023-03-28,US_SOUTH,ASIA_SOUTH,USPS,Ground,11.7
2023-03-28,ASIA_SOUTH,OCEANIA,OnTrac,Ground,12.4
2023-03-28,EU_NORTH,AFRICA_NORTH,DHL,Express,5.9
2023-03-28,EU_SOUTH,EU_NORTH,Regional_Express,Ground,5.0
2023-03-28,ASIA_WEST,EU_WEST,DHL,Priority,7.0
2023-03-28,ASIA_WEST,OCEANIA,UPS,Express,5.4
2023-03-28,EU_WEST,ASIA_EAST,UPS,Ground,11.2
2023-03-28,CANADA_EAST,EU_SOUTH,OnTrac,Ground,13.2
2023-03-28,US_EAST,ASIA_EAST,USPS,Overnight,3.1
2023-03-28,ASIA_EAST,ASIA_WEST,DHL,Ground,6.2
2023-03-28,OCEANIA,AFRICA_SOUTH,OnTrac,Ground,12.3
2023-03-28,AFRICA_NORTH,ASIA_WEST,DHL,Ground,11.1
2023-03-28,EU_WEST,CANADA_EAST,OnTrac,Express,
2023-03-28,EU_EAST,CANADA_EAST,Regional_Express,Priority,8.8
2023-03-28,US_WEST,CANADA_EAST,Amazon_Logistics,Priority,3.9
2023-03-28,EU_NORTH,US_SOUTH,LaserShip,Express,4.7
2023-03-28,CANADA_EAST,EU_WEST,LaserShip,Priority,7.5
2023-03-28,ASIA_WEST,US_SOUTH,LaserShip,Ground,12.6
2023-03-28,OCEANIA,EU_SOUTH,LaserShip,Ground,12.2
2023-03-28,EU_EAST,US_CENTRAL,TNT,Ground,11.3
2023-03-28,AFRICA_NORTH,US_CENTRAL,LaserShip,Ground,11.4
2023-03-28,CANADA_EAST,AFRICA_NORTH,FedEx,Ground,12.1
2023-03-28,US_EAST,OCEANIA,DHL,Ground,12.7
2023-03-28,LATAM_NORTH,ASIA_EAST,USPS,Ground,12.4
2023-03-28,US_WEST,LATAM_NORTH,UPS,Express,5.2
2023-03-28,ASIA_EAST,EU_EAST,FedEx,Ground,11.9
2023-03-28,CANADA_WEST,EU_WEST,LaserShip,Overnight,3.3
2023-03-28,OCEANIA,CANADA_EAST,USPS,Ground,
2023-03-28,EU_WEST,ASIA_SOUTH,LaserShip,Express,6.6
2023-03-28,AFRICA_SOUTH,LATAM_SOUTH,FedEx,Express,4.5
2023-03-29,US_WEST,AFRICA_NORTH,UPS,Overnight,1.7
2023-03-29,EU_EAST,EU_SOUTH,LaserShip,Overnight,1.8
2023-03-29,ASIA_EAST,CANADA_WEST,Amazon_Logistics,Express,5.1
2023-03-29,US_SOUTH,EU_SOUTH,LaserShip,Overnight,4.3
2023-03-29,US_EAST,OCEANIA,FedEx,Priority,6.4
2023-03-29,EU_SOUTH,EU_NORTH,USPS,Ground,4.8
2023-03-29,CANADA_WEST,ASIA_EAST,Regional_Express,Express,5.4
2023-03-29,OCEANIA,CANADA_EAST,USPS,Express,5.8
2023-03-29,EU_EAST,AFRICA_SOUTH,FedEx,Priority,6.9
2023-03-29,US_CENTRAL,LATAM_NORTH,OnTrac,Priority,7.9
2023-03-29,EU_WEST,LATAM_SOUTH,FedEx,Express,4.9
