ship_date,origin_zone,dest_zone,carrier,service_level,package_weight_lbs,package_length_in,package_width_in,package_height_in,package_volume_cubic_in,insurance_value,transit_time_days,shipping_cost_usd
2023-06-01,2,9,LaserShip,ECONOMY,1.84,10.0,10.2,3.2,327.25,1439.47,9.36,8.36
2023-08-11,5,3,Amazon_Logistics,EXPRESS,3.85,19.8,13.8,7.2,1954.0,227.78,2.41,25.96
2023-11-15,7,4,LaserShip,EXPRESS,3.47,16.1,15.0,4.6,1112.92,1623.01,3.43,13.86
2024-03-08,3,3,DHL,PRIORITY,0.78,10.9,7.8,1.7,145.28,1395.09,3.49,15.91
2023-12-08,1,4,FedEx,EXPRESS,0.46,9.5,6.9,1.5,96.3,985.25,2.55,23.19
2024-07-01,9,1,UPS,ECONOMY,1.31,11.0,8.9,3.6,355.6,1644.4,7.07,8.0
2023-08-10,4,7,Amazon_Logistics,EXPRESS,9.36,24.9,19.6,13.3,6498.17,883.27,2.79,25.45
2023-04-04,5,6,UPS,OVERNIGHT,4.45,19.2,14.7,6.2,1757.54,546.57,1.38,29.44
2024-05-23,5,5,OnTrac,ECONOMY,5.52,16.7,13.6,5.5,1244.13,1469.01,13.99,11.97
2024-02-08,8,4,FedEx,ECONOMY,8.44,26.9,15.7,13.3,5609.37,302.19,7.36,18.96
2024-02-04,3,4,Amazon_Logistics,EXPRESS,2.05,13.6,10.6,3.6,523.41,1949.98,1.89,19.41
2024-05-25,4,4,UPS,ECONOMY,5.44,17.3,21.5,10.9,4037.59,1350.1,9.78,14.89
2023-09-26,4,8,UPS,STANDARD,0.97,9.1,7.5,2.0,134.7,687.15,4.05,14.58
2024-10-15,4,2,FedEx,ECONOMY,1.7,14.0,8.3,3.3,385.47,1731.33,11.32,7.75
2023-08-06,4,2,DHL,PRIORITY,2.3,15.0,12.2,4.4,797.13,1721.43,3.16,19.19
2023-12-12,6,7,DHL,PRIORITY,4.75,17.4,12.4,6.8,1457.46,1487.43,3.73,24.88
2023-02-27,6,8,DHL,STANDARD,1.53,14.4,9.5,2.1,288.74,715.13,8.34,16.44
2023-07-02,2,6,USPS,STANDARD,0.66,8.0,8.4,2.3,152.33,1294.81,5.93,9.28
2023-08-21,4,4,OnTrac,ECONOMY,2.58,16.4,10.7,3.5,622.11,472.28,11.74,6.35
2024-05-10,6,6,DHL,EXPRESS,1.29,11.7,8.7,3.0,300.53,253.56,2.47,28.91
2024-01-18,5,2,UPS,ECONOMY,1.7,9.8,10.4,3.2,321.77,1416.92,8.11,8.3
2024-11-29,2,2,FedEx,PRIORITY,3.43,14.8,12.4,4.5,826.83,887.82,2.49,16.42
2023-06-14,1,3,LaserShip,EXPRESS,2.38,14.0,11.0,4.3,670.47,73.82,2.88,17.94
2024-11-08,9,3,DHL,EXPRESS,2.29,11.3,12.2,5.2,719.54,1265.16,3.38,27.17
2023-08-17,7,9,LaserShip,OVERNIGHT,7.81,21.9,19.5,15.5,6604.56,1262.63,2.08,22.99
2023-08-13,7,7,LaserShip,ECONOMY,3.84,13.8,11.2,5.1,784.91,11.46,11.15,10.41
2024-04-08,7,5,DHL,OVERNIGHT,0.66,8.8,8.1,2.0,139.84,1923.76,1.72,36.68
2023-04-03,9,8,DHL,EXPRESS,2.65,20.0,13.8,5.9,1631.86,1908.69,3.6,29.31
2023-03-10,3,6,Amazon_Logistics,OVERNIGHT,0.66,9.9,7.6,1.7,129.44,1564.87,1.58,19.83
2024-07-12,1,3,USPS,OVERNIGHT,0.83,10.3,8.4,2.0,170.3,1872.33,1.33,25.51
2023-12-29,4,9,UPS,ECONOMY,2.79,14.1,11.3,4.5,713.25,646.46,13.43,13.64
2023-01-20,4,3,LaserShip,ECONOMY,5.83,28.1,17.6,10.8,5375.83,744.51,12.3,11.15
2023-11-05,7,5,FedEx,ECONOMY,0.97,10.1,8.2,1.9,154.35,1491.17,9.55,8.74
2024-02-27,1,2,FedEx,EXPRESS,3.19,12.1,11.9,3.9,554.07,1454.21,1.9,24.05
2024-06-03,7,6,LaserShip,OVERNIGHT,3.01,15.1,9.3,5.0,708.76,411.11,1.43,26.62
2024-02-19,7,2,FedEx,ECONOMY,1.31,13.2,8.8,3.6,422.4,1326.12,7.3,9.68
2024-01-11,5,2,DHL,STANDARD,1.08,12.6,10.0,3.4,424.12,684.52,6.74,12.75
2023-11-25,5,5,OnTrac,STANDARD,7.7,26.8,20.7,14.3,7959.32,1596.0,5.98,21.85
2023-03-19,4,7,Amazon_Logistics,EXPRESS,4.15,17.8,12.5,5.4,1200.93,1854.96,3.28,19.38
2024-08-15,9,3,Amazon_Logistics,STANDARD,6.84,24.0,17.9,12.5,5349.83,1173.54,5.57,18.2
2024-10-03,1,1,USPS,ECONOMY,5.2,17.5,14.7,4.9,1261.09,916.09,10.3,7.4
2023-01-22,3,7,FedEx,EXPRESS,1.38,11.3,7.7,4.0,349.27,1488.29,1.98,22.47
2024-05-31,9,9,LaserShip,ECONOMY,2.99,18.7,12.3,5.5,1254.35,1719.07,16.33,10.84
2024-08-09,2,4,OnTrac,EXPRESS,5.02,13.7,10.9,7.2,1079.13,1971.17,2.48,20.45
2023-07-30,4,2,Amazon_Logistics,STANDARD,1.27,11.2,7.7,2.6,224.11,1934.25,4.63,6.35
2024-08-30,9,9,FedEx,ECONOMY,1.82,15.0,13.0,7.8,1534.66,1322.88,12.1,14.65
2023-01-11,3,1,FedEx,OVERNIGHT,4.04,20.6,15.1,5.7,1782.97,1748.04,0.74,35.08
2024-11-21,3,9,OnTrac,PRIORITY,3.91,16.3,10.2,3.6,603.55,484.0,5.59,13.82
2023-06-20,7,1,DHL,OVERNIGHT,1.18,10.4,10.5,3.2,350.77,51.51,1.42,31.23
2024-10-18,3,9,Amazon_Logistics,STANDARD,0.55,8.1,7.7,2.0,124.65,1266.01,6.79,10.38
2023-12-07,3,2,FedEx,ECONOMY,2.47,13.7,11.1,3.1,478.9,1693.96,6.62,6.33
2024-06-21,1,2,LaserShip,OVERNIGHT,3.09,18.4,14.8,6.3,1714.91,1516.53,1.74,22.46
2023-12-26,1,8,USPS,STANDARD,0.75,11.0,8.4,2.1,192.74,611.94,8.75,9.14
2023-08-22,5,3,DHL,OVERNIGHT,3.81,14.0,15.3,5.7,1211.6,76.83,1.78,32.19
2023-01-08,7,7,DHL,STANDARD,5.07,17.2,13.5,9.6,2225.28,1649.81,6.62,19.89
2024-11-03,1,5,USPS,OVERNIGHT,2.85,20.3,11.4,6.7,1556.58,410.27,1.57,22.6
2023-07-21,3,3,Amazon_Logistics,PRIORITY,3.38,13.4,12.5,3.7,613.7,773.47,3.2,14.12
2024-06-19,3,8,OnTrac,EXPRESS,1.42,11.8,7.8,2.4,220.06,524.5,3.43,21.67
2023-06-14,3,6,LaserShip,STANDARD,1.43,9.8,8.3,3.2,257.65,968.88,6.65,10.12
2024-02-07,4,4,DHL,EXPRESS,2.47,15.2,9.9,4.6,688.85,1952.11,2.63,25.74
2023-12-31,1,5,DHL,PRIORITY,3.79,19.8,13.8,6.7,1828.14,1637.59,4.69,20.35
2023-04-21,4,2,UPS,ECONOMY,8.41,26.4,17.4,14.2,6563.96,1868.61,8.17,19.96
2024-05-29,4,7,LaserShip,PRIORITY,1.27,12.9,9.2,2.5,290.02,1599.14,5.91,11.6
2024-03-06,2,7,USPS,STANDARD,5.1,15.7,10.7,8.5,1422.92,1029.79,8.16,15.1
2024-02-09,4,1,OnTrac,STANDARD,9.74,25.1,15.9,9.3,3696.92,408.2,6.47,18.37
2024-10-23,6,8,FedEx,EXPRESS,3.57,18.0,11.6,4.9,1015.84,1095.05,3.71,29.26
2023-02-23,7,4,Amazon_Logistics,EXPRESS,0.58,9.5,7.8,1.6,118.14,246.7,3.24,19.73
2023-03-20,2,4,LaserShip,OVERNIGHT,0.83,9.7,9.5,2.1,196.26,1233.08,1.87,17.79
2023-06-27,1,3,Amazon_Logistics,OVERNIGHT,0.62,10.9,8.8,2.1,198.7,649.38,1.8,17.92
2023-06-05,9,3,DHL,ECONOMY,2.25,12.9,11.6,3.8,564.48,1978.63,12.45,11.26
2023-05-09,6,9,FedEx,EXPRESS,11.45,26.6,18.6,12.1,5958.33,281.2,3.69,36.69
2023-01-06,3,4,UPS,EXPRESS,5.37,22.9,13.8,6.3,2007.64,1818.06,2.61,25.29
2023-04-04,7,5,FedEx,EXPRESS,1.8,12.5,9.0,2.0,228.75,43.15,2.12,20.5
2024-12-24,3,4,UPS,PRIORITY,1.46,13.4,9.3,3.3,415.18,732.92,3.79,15.18
2023-06-18,6,8,LaserShip,STANDARD,11.43,21.9,19.2,12.4,5242.8,848.16,6.44,20.29
2023-03-21,2,3,OnTrac,STANDARD,3.45,17.3,13.3,6.5,1504.41,1967.17,6.48,12.7
2023-12-22,4,5,DHL,PRIORITY,3.0,13.3,10.2,3.6,484.35,258.19,3.44,21.77
2024-12-06,4,9,Amazon_Logistics,PRIORITY,0.84,12.1,8.0,2.1,206.57,1864.55,4.29,14.88
2024-06-16,1,4,FedEx,ECONOMY,6.24,16.4,14.1,8.3,1917.09,209.55,9.14,13.22
2023-07-12,5,7,Amazon_Logistics,STANDARD,8.35,21.2,18.6,13.4,5247.6,1894.23,6.91,21.03
2023-10-19,7,9,USPS,EXPRESS,8.63,22.9,15.9,11.9,4341.65,591.01,2.93,24.47
2023-09-16,2,2,Amazon_Logistics,PRIORITY,7.85,19.9,18.8,10.1,3780.94,1655.51,3.03,20.9
2023-10-20,2,3,DHL,STANDARD,5.71,17.5,12.8,7.9,1763.42,988.33,7.71,18.81
2024-03-10,9,6,LaserShip,STANDARD,4.36,14.6,13.3,8.4,1640.72,1175.6,8.57,11.16
2023-11-22,5,7,DHL,STANDARD,1.15,8.5,9.1,1.5,112.22,323.63,7.77,16.65
2024-12-17,1,3,DHL,PRIORITY,0.78,10.5,7.2,1.9,147.07,1908.29,3.48,19.42
2023-09-26,5,7,DHL,STANDARD,0.84,8.8,8.2,1.5,106.65,1950.67,8.23,18.63
2024-07-30,3,6,UPS,ECONOMY,6.68,15.0,11.8,7.7,1366.14,588.99,8.35,14.75
2024-04-11,7,4,UPS,STANDARD,5.12,17.5,13.8,6.0,1447.8,596.88,7.82,13.11
2023-03-24,3,1,DHL,ECONOMY,1.86,12.9,10.1,3.2,413.19,227.08,6.3,8.1
2023-03-17,9,4,DHL,STANDARD,5.16,20.2,13.1,4.8,1285.71,1852.41,6.53,16.9
2023-11-20,9,2,LaserShip,EXPRESS,1.79,11.4,10.4,3.6,424.77,975.28,2.41,18.66
2024-05-29,3,1,OnTrac,PRIORITY,4.81,18.6,11.7,6.4,1384.24,844.87,3.76,14.93
2023-06-27,6,3,UPS,EXPRESS,1.58,11.0,9.4,3.3,338.06,1314.21,3.15,21.19
2024-06-25,6,8,OnTrac,OVERNIGHT,2.58,12.2,12.8,2.9,448.15,762.18,1.91,26.42
2023-02-13,9,4,DHL,STANDARD,1.46,11.8,8.1,3.5,335.3,1616.07,8.5,12.37
2023-08-22,1,4,USPS,EXPRESS,2.02,10.7,8.0,3.2,277.05,544.25,2.4,11.38
2023-12-19,8,8,FedEx,OVERNIGHT,0.89,10.5,8.5,1.7,151.01,1681.52,1.95,24.9
2023-03-31,2,3,OnTrac,OVERNIGHT,1.69,13.3,10.1,2.9,384.0,1681.89,2.2,23.33
2024-03-14,4,9,FedEx,EXPRESS,0.51,11.2,8.2,1.7,151.67,624.61,3.33,20.66
2023-10-18,6,6,LaserShip,ECONOMY,3.93,19.7,10.9,6.1,1325.05,29.51,15.35,9.66
2024-11-07,3,8,LaserShip,STANDARD,1.82,12.7,8.6,2.9,320.22,1118.76,9.14,9.36
2024-05-19,4,2,USPS,STANDARD,1.01,11.1,9.3,2.5,255.25,1073.64,5.46,6.48
2023-02-09,9,1,UPS,PRIORITY,11.51,21.2,15.6,11.8,3915.97,784.09,1.72,23.87
2023-08-07,5,7,OnTrac,STANDARD,3.52,13.6,9.7,3.8,506.18,1276.39,8.67,14.11
2024-01-02,7,6,LaserShip,OVERNIGHT,1.53,13.3,9.3,2.8,351.93,804.06,1.72,21.87
2023-11-23,7,6,USPS,EXPRESS,3.93,18.2,15.8,5.7,1647.79,1829.1,2.09,21.27
2023-12-22,8,1,LaserShip,EXPRESS,4.95,15.4,13.3,5.4,1095.06,336.93,2.76,19.02
2024-09-18,5,2,OnTrac,OVERNIGHT,2.79,19.7,13.1,5.2,1347.51,297.45,1.53,24.2
2023-05-17,8,9,Amazon_Logistics,STANDARD,8.71,25.1,20.1,13.7,6890.25,1597.3,8.39,21.62
2023-12-25,1,9,LaserShip,OVERNIGHT,4.05,21.8,13.2,6.1,1747.03,549.47,2.17,23.16
2024-09-18,7,4,UPS,OVERNIGHT,4.81,18.1,12.3,7.5,1667.1,1254.74,1.75,32.16
2024-08-29,4,9,DHL,EXPRESS,6.3,15.5,11.7,7.2,1303.99,243.12,4.33,33.68
2023-01-25,5,4,FedEx,PRIORITY,4.53,18.7,14.9,10.2,2844.45,436.19,1.48,22.54
2023-01-10,3,1,USPS,STANDARD,3.56,14.6,11.1,3.9,626.71,991.97,3.64,11.14
2024-07-17,3,1,DHL,OVERNIGHT,3.81,18.8,12.2,8.3,1907.36,1001.22,1.62,41.27
2024-05-26,8,4,DHL,EXPRESS,8.09,25.8,15.8,9.1,3708.4,844.35,2.84,37.19
2023-11-19,4,2,Amazon_Logistics,OVERNIGHT,9.31,23.4,19.9,14.0,6544.92,1670.62,1.63,31.51
2023-09-29,7,1,OnTrac,STANDARD,10.56,21.3,17.0,10.5,3789.94,1432.14,7.36,13.17
2023-01-09,7,7,USPS,PRIORITY,1.75,12.2,7.4,2.5,226.86,98.22,3.02,10.45
2023-04-04,4,2,UPS,ECONOMY,0.79,9.0,6.7,1.6,95.11,1162.81,4.61,6.12
2024-10-28,5,5,Amazon_Logistics,EXPRESS,0.58,10.0,8.6,2.3,196.19,1422.14,2.17,14.27
2024-01-04,2,6,USPS,STANDARD,0.61,10.8,8.3,1.9,169.16,96.86,7.19,11.81
2024-07-31,8,9,LaserShip,ECONOMY,1.97,15.8,9.4,4.6,689.11,838.85,12.64,9.54
2024-05-01,6,6,FedEx,EXPRESS,3.29,18.5,12.6,6.1,1418.21,896.47,2.65,22.66
2024-10-10,5,6,UPS,OVERNIGHT,5.84,15.4,12.0,7.7,1420.08,1915.12,0.94,33.9
2023-05-23,1,7,USPS,ECONOMY,10.35,22.0,19.1,12.1,5057.63,59.82,9.93,17.84
2023-10-31,5,1,DHL,EXPRESS,0.71,10.2,7.0,1.8,124.23,1293.88,2.37,26.27
2024-11-28,2,7,OnTrac,STANDARD,0.94,10.6,8.5,1.8,160.78,444.27,8.52,12.81
2024-11-05,4,7,FedEx,EXPRESS,2.09,11.9,11.5,3.6,498.47,590.05,3.02,23.47
2023-12-26,9,1,LaserShip,EXPRESS,4.1,19.0,12.6,7.8,1874.18,1335.22,2.29,20.01
2024-11-26,7,5,FedEx,EXPRESS,3.8,17.8,18.4,7.0,2318.49,541.07,2.47,27.1
2023-11-14,2,7,UPS,ECONOMY,3.99,16.1,15.8,5.6,1427.7,1174.31,10.32,13.08
2023-01-12,2,6,UPS,STANDARD,2.71,14.3,10.4,3.7,554.68,1274.68,5.77,11.85
2024-12-10,2,6,DHL,ECONOMY,0.81,10.2,6.2,1.3,83.09,227.53,10.64,11.94
2023-11-21,5,1,DHL,STANDARD,4.55,17.1,9.6,7.3,1192.99,978.57,6.42,15.25
2024-03-02,5,2,LaserShip,ECONOMY,6.95,23.0,18.1,11.5,4790.01,1311.11,10.19,8.71
2024-07-21,7,1,Amazon_Logistics,OVERNIGHT,7.06,16.4,13.7,7.6,1702.48,1470.22,1.44,31.59
2023-03-28,3,6,Amazon_Logistics,OVERNIGHT,5.83,24.9,19.0,12.3,5803.02,1713.0,1.2,30.52
2023-07-13,3,9,DHL,OVERNIGHT,6.11,15.0,11.3,6.5,1102.96,339.69,1.89,36.7
2024-11-21,9,8,FedEx,PRIORITY,1.31,12.0,10.0,3.4,406.35,631.04,3.97,21.52
2024-01-29,8,6,USPS,STANDARD,0.82,11.1,8.7,2.1,204.44,791.19,9.41,11.56
2024-09-27,1,1,UPS,OVERNIGHT,1.9,14.2,11.8,3.9,643.62,1685.5,0.83,27.87
2024-04-02,8,8,OnTrac,ECONOMY,6.31,15.2,11.1,7.2,1212.84,848.64,16.09,15.05
2023-01-03,1,5,LaserShip,STANDARD,4.96,12.5,13.3,8.9,1481.9,1117.99,7.44,11.03
2024-01-26,2,7,OnTrac,OVERNIGHT,4.88,19.8,14.5,7.1,2041.48,802.73,2.5,31.05
2024-02-16,7,7,FedEx,PRIORITY,3.14,12.4,9.2,4.4,503.03,671.16,3.47,19.44
2023-07-09,2,3,Amazon_Logistics,PRIORITY,4.24,17.2,13.3,4.7,1077.12,142.25,3.37,15.15
2024-06-17,9,1,LaserShip,EXPRESS,2.2,11.5,11.7,3.7,496.95,770.17,2.3,11.68
2024-07-18,3,3,USPS,PRIORITY,0.87,9.7,8.1,2.0,158.97,1843.21,3.15,12.95
2024-01-10,8,5,OnTrac,PRIORITY,5.86,24.6,19.5,15.0,7188.75,1176.25,4.29,21.01
2024-03-10,2,4,Amazon_Logistics,PRIORITY,10.53,29.1,19.1,12.5,6955.54,1921.4,4.0,23.81
2024-05-26,5,9,USPS,ECONOMY,1.21,11.5,7.8,3.4,302.98,1286.32,12.7,11.12
2024-04-22,4,6,UPS,STANDARD,4.03,12.4,13.3,8.3,1365.96,1104.9,4.56,15.71
2024-12-03,3,8,USPS,OVERNIGHT,2.19,13.7,12.2,4.0,677.58,1224.75,1.43,24.39
2023-05-26,5,2,DHL,OVERNIGHT,1.63,12.0,10.2,2.8,339.87,276.54,1.39,26.15
2024-02-27,1,6,FedEx,ECONOMY,0.83,10.7,7.7,2.2,180.38,1009.28,7.02,10.28
2023-08-15,5,2,OnTrac,ECONOMY,0.8,10.0,8.1,2.2,174.92,1996.3,13.15,6.42
2024-08-28,7,4,DHL,EXPRESS,1.72,13.2,9.7,3.0,390.08,1550.02,3.43,26.51
2023-06-19,5,7,OnTrac,PRIORITY,1.27,13.3,7.8,3.5,362.76,937.62,4.02,14.07
2024-06-14,3,6,USPS,ECONOMY,2.49,14.3,11.4,4.8,775.61,225.87,13.29,10.59
2023-05-30,9,6,Amazon_Logistics,EXPRESS,3.77,14.3,10.1,5.5,793.64,276.52,3.09,16.55
2023-09-21,2,2,Amazon_Logistics,EXPRESS,4.39,19.1,13.2,6.8,1709.2,1870.63,1.56,17.04
2023-10-19,2,2,LaserShip,EXPRESS,2.29,16.6,16.3,5.4,1467.44,1746.15,2.6,16.08
2024-01-17,8,1,UPS,STANDARD,4.53,20.9,16.1,4.8,1621.67,1743.92,6.18,12.89
2023-09-29,9,9,OnTrac,ECONOMY,5.67,16.3,13.3,8.4,1812.08,1984.49,15.69,14.32
2024-01-05,1,7,USPS,EXPRESS,4.38,17.3,11.5,9.3,1839.75,80.91,3.22,19.68
2023-05-26,6,5,LaserShip,EXPRESS,2.77,14.8,10.1,3.8,572.21,1517.27,2.7,15.41
2024-10-22,5,6,FedEx,ECONOMY,3.61,13.4,12.5,9.0,1491.34,162.32,6.66,12.61
2023-10-05,4,9,FedEx,ECONOMY,8.93,20.9,18.7,10.8,4216.34,1395.5,8.58,22.18
2023-12-26,4,2,Amazon_Logistics,PRIORITY,1.63,13.2,8.0,2.7,289.66,882.03,3.32,12.53
2023-06-14,5,9,Amazon_Logistics,OVERNIGHT,8.33,24.0,15.3,14.5,5327.84,834.97,2.58,33.5
2024-10-29,8,4,UPS,EXPRESS,1.43,13.6,9.9,3.6,478.64,1755.45,3.32,20.92
2023-01-23,1,2,Amazon_Logistics,EXPRESS,0.98,10.4,8.7,3.0,265.82,1127.34,2.1,17.82
2023-09-15,7,9,DHL,OVERNIGHT,2.7,12.1,12.6,2.1,324.66,304.07,2.86,39.04
2024-09-01,5,1,Amazon_Logistics,EXPRESS,1.23,12.6,7.9,3.6,359.12,239.01,1.75,20.4
2024-02-15,1,2,FedEx,ECONOMY,8.82,21.7,15.4,10.3,3426.67,1085.96,6.56,16.92
2024-05-23,4,3,USPS,STANDARD,0.94,10.0,7.0,1.4,101.23,218.33,6.46,9.22
2023-04-18,6,1,Amazon_Logistics,STANDARD,8.51,23.0,18.3,14.1,5939.19,986.64,4.4,17.46
2023-05-18,9,1,USPS,ECONOMY,9.97,23.2,19.7,12.0,5507.46,844.22,9.01,14.04
2023-08-06,6,7,UPS,OVERNIGHT,4.14,19.7,12.2,4.3,1036.16,1769.22,1.89,30.06
2024-04-11,1,1,FedEx,PRIORITY,2.44,14.6,11.4,4.0,662.09,876.54,2.06,20.93
2024-06-18,7,2,DHL,OVERNIGHT,6.74,18.9,15.8,16.7,4974.5,278.26,1.26,45.65
2024-09-20,6,4,DHL,STANDARD,4.04,16.8,12.5,9.8,2058.34,1225.25,7.25,17.96
2023-01-16,5,4,Amazon_Logistics,PRIORITY,5.58,14.6,12.1,8.7,1534.49,196.27,4.85,15.69
2024-02-16,2,2,OnTrac,STANDARD,0.58,9.0,6.9,1.9,115.39,820.25,5.82,6.78
2023-04-18,5,3,Amazon_Logistics,OVERNIGHT,6.57,15.0,14.1,7.9,1660.13,1739.12,1.6,25.44
2023-02-07,3,4,Amazon_Logistics,PRIORITY,1.11,11.9,7.5,2.9,253.91,1870.35,4.47,11.74
2024-04-05,3,3,UPS,PRIORITY,0.66,9.7,7.7,2.3,168.69,540.39,2.66,15.31
2024-10-03,8,7,LaserShip,ECONOMY,4.07,17.7,12.4,10.6,2336.36,212.88,8.15,11.42
2023-01-26,2,2,LaserShip,STANDARD,0.56,9.8,8.4,2.3,186.17,750.58,6.62,8.13
2024-06-25,2,1,USPS,OVERNIGHT,0.96,10.3,7.9,2.2,179.05,322.18,0.58,26.54
2024-12-23,4,8,LaserShip,STANDARD,1.0,8.8,8.5,1.9,141.42,1829.18,9.99,11.16
2024-01-19,6,6,DHL,STANDARD,3.62,16.4,11.4,6.8,1265.08,1799.94,6.95,19.66
2023-01-15,6,6,DHL,OVERNIGHT,8.22,21.6,20.2,10.2,4424.04,338.61,2.01,47.97
2024-08-13,5,2,USPS,EXPRESS,4.75,15.4,12.6,8.3,1600.35,467.04,1.73,20.03
2024-09-29,2,8,DHL,PRIORITY,9.47,24.1,17.4,12.2,5118.97,1949.42,3.72,30.96
2023-09-26,8,3,OnTrac,EXPRESS,10.37,21.7,16.4,10.6,3754.63,348.93,2.93,23.41
2023-10-12,1,7,LaserShip,ECONOMY,2.08,14.3,11.5,3.8,619.11,695.12,10.3,7.18
2023-10-27,2,3,OnTrac,EXPRESS,1.49,14.6,7.4,2.4,264.13,1398.72,1.85,15.73
2024-06-11,1,2,USPS,OVERNIGHT,3.2,14.2,11.2,4.2,674.81,1253.13,1.29,21.29
2024-09-17,3,5,Amazon_Logistics,ECONOMY,0.66,10.5,9.1,2.2,208.24,1854.1,11.31,7.97
2024-12-24,4,2,DHL,OVERNIGHT,1.85,10.5,8.8,3.3,300.87,10.2,1.24,29.98
2024-10-23,1,8,UPS,ECONOMY,8.82,25.2,17.6,12.4,5503.46,1736.87,10.56,21.6
2024-02-28,2,3,USPS,OVERNIGHT,1.62,13.1,8.2,3.1,336.25,1875.17,1.34,24.94
2023-11-13,4,9,UPS,PRIORITY,10.61,22.9,22.1,12.4,6293.87,1219.51,5.27,32.32
2024-06-06,4,9,Amazon_Logistics,STANDARD,5.29,16.1,13.4,9.7,2100.74,612.08,7.46,18.53
2023-02-12,5,7,FedEx,PRIORITY,0.67,10.0,8.1,2.1,168.12,1857.66,4.23,17.84
2023-09-29,7,3,Amazon_Logistics,STANDARD,2.59,14.0,10.9,3.9,590.91,1784.22,7.28,10.41
2024-07-01,1,4,OnTrac,OVERNIGHT,10.02,26.2,17.1,14.0,6279.88,473.82,1.65,33.04
2023-02-12,6,8,FedEx,STANDARD,1.58,12.7,7.6,2.8,270.85,1041.08,6.66,13.64
2024-01-09,9,1,UPS,OVERNIGHT,4.61,16.1,10.8,8.3,1449.65,1579.71,1.1,29.16
2023-12-05,4,4,DHL,ECONOMY,8.29,25.9,17.7,10.7,4894.3,1057.6,13.59,21.06
2024-06-28,5,5,DHL,OVERNIGHT,6.8,26.6,15.1,11.6,4673.77,535.89,1.6,41.74
2023-10-24,6,8,LaserShip,PRIORITY,3.81,20.3,15.0,5.3,1622.05,1785.8,5.81,16.44
2024-11-24,1,3,USPS,OVERNIGHT,9.23,26.5,19.1,15.3,7743.61,1733.64,1.27,29.65
2024-04-05,8,5,Amazon_Logistics,ECONOMY,3.69,12.5,9.7,4.4,531.91,954.05,10.29,10.9
2024-09-02,5,9,DHL,OVERNIGHT,0.93,10.0,8.5,1.5,129.79,1925.46,2.01,37.84
2024-11-13,6,3,FedEx,PRIORITY,0.82,11.3,8.2,2.1,198.12,204.43,3.75,19.16
2023-03-13,4,8,DHL,PRIORITY,0.87,10.0,8.1,1.5,119.39,507.78,4.44,19.56
2024-06-17,1,2,DHL,PRIORITY,5.25,16.8,10.1,8.6,1443.49,1840.96,4.3,20.13
2023-07-11,7,7,UPS,ECONOMY,0.58,11.1,8.2,1.8,163.7,1725.15,8.8,11.6
2023-06-05,3,8,UPS,ECONOMY,2.87,14.6,8.6,3.8,480.14,727.79,14.08,14.5
2023-12-19,9,4,UPS,EXPRESS,2.37,15.7,12.2,6.4,1221.97,1727.45,2.22,25.95
2023-04-09,1,3,FedEx,PRIORITY,3.8,14.3,10.2,4.5,659.58,74.38,2.05,17.56
2024-10-21,2,3,Amazon_Logistics,ECONOMY,4.36,13.3,11.0,3.7,545.69,1763.67,9.0,8.24
2023-08-08,5,4,OnTrac,ECONOMY,0.56,10.2,7.0,2.1,146.64,885.63,14.19,7.87
2023-08-28,1,2,OnTrac,PRIORITY,1.58,11.3,8.8,3.5,346.43,305.6,2.59,13.2
2023-12-23,5,2,OnTrac,EXPRESS,3.5,20.0,10.7,6.1,1311.54,1329.2,3.22,19.16
2024-04-09,1,1,OnTrac,ECONOMY,0.81,9.4,8.7,1.7,141.59,612.27,9.76,4.6
2024-05-29,8,5,USPS,STANDARD,0.5,8.7,7.3,2.0,124.52,1271.72,6.8,8.76
2023-08-08,3,9,USPS,ECONOMY,2.51,14.8,11.7,3.3,576.78,289.57,9.34,10.3
2023-06-23,2,2,Amazon_Logistics,PRIORITY,1.77,11.7,10.0,2.7,319.81,1185.24,3.78,15.01
2024-09-19,1,3,DHL,STANDARD,2.85,17.4,12.9,6.1,1368.87,1249.59,6.9,16.44
2023-09-15,4,5,USPS,STANDARD,6.94,17.8,12.5,7.8,1735.93,919.91,6.69,11.68
2023-08-30,8,7,Amazon_Logistics,STANDARD,2.94,14.0,9.5,3.3,433.02,1220.03,6.07,11.23
2024-05-15,7,8,DHL,PRIORITY,0.89,8.8,8.1,1.8,127.99,425.86,5.42,17.37
2024-02-01,3,2,USPS,STANDARD,5.37,17.5,11.8,6.5,1345.85,1793.55,7.91,10.44
2024-01-09,3,2,LaserShip,ECONOMY,3.92,13.4,13.1,9.9,1732.36,1175.99,8.49,7.23
2024-11-18,8,1,OnTrac,EXPRESS,5.04,12.9,14.5,7.9,1485.44,1609.4,2.59,20.26
2023-07-05,5,7,DHL,ECONOMY,4.54,17.1,12.7,4.9,1069.48,363.63,14.15,17.38
2023-09-29,5,6,DHL,EXPRESS,4.2,15.5,11.8,9.9,1817.97,889.63,2.3,31.07
2024-01-12,6,9,DHL,EXPRESS,3.87,17.4,9.0,8.5,1327.01,923.38,2.92,30.04
2023-08-26,2,4,USPS,OVERNIGHT,4.16,15.9,11.5,6.1,1118.54,583.78,0.98,20.26
2024-09-05,6,9,Amazon_Logistics,EXPRESS,6.35,25.1,19.0,7.2,3444.64,944.87,3.42,25.38
