ship_date,origin_zip,dest_zip,origin_zone,dest_zone,carrier,service_level,package_weight_lbs,package_length_in,package_width_in,package_height_in,transit_time_days,shipping_cost_usd
2023-08-14,30034,20088,7,8,LaserShip,Ground,0.5,7.9,4.4,3.6,5.1,10.17
2023-08-14,90019,80072,4,4,UPS,Priority,1.38,6.7,3.6,3.4,1.3,17.02
2023-08-14,50050,30066,5,7,FedEx,Express,0.52,7.3,5.5,4.6,1.0,36.56
2023-08-14,30021,80067,7,4,Amazon_Logistics,Ground,1.39,6.0,4.9,4.6,4.6,15.42
2023-08-14,50059,10048,5,8,LaserShip,Express,0.42,8.4,5.0,5.4,1.9,31.87
2023-08-14,20087,90038,8,4,DHL,Priority,11.48,4.2,8.9,3.6,3.5,58.42
2023-08-14,70098,70061,7,7,OnTrac,Overnight,3.97,4.6,6.4,5.8,1.8,83.93
2023-08-15,48072,83011,7,2,DHL,Ground,4.23,9.4,6.7,2.0,5.6,34.88
2023-08-15,70085,40059,7,6,Regional_Express,Ground,1.6,6.4,5.9,4.9,4.8,12.8
2023-08-15,90054,10087,4,8,DHL,Ground,2.43,4.0,6.0,2.6,4.7,27.54
2023-08-15,10066,33012,8,8,Amazon_Logistics,Ground,10.16,6.2,5.5,5.3,1.8,17.17
2023-08-15,10044,20087,8,8,OnTrac,Priority,2.54,9.1,6.0,7.0,1.6,14.63
2023-08-15,90022,83017,4,2,OnTrac,Express,6.54,9.4,4.2,5.8,1.8,38.86
2023-08-15,30091,80046,7,4,FedEx,Ground,2.85,5.9,6.9,4.1,3.9,22.54
2023-08-15,30054,60064,7,6,LaserShip,Priority,4.05,7.2,6.2,5.2,,18.79
2023-08-15,90049,80067,4,4,Amazon_Logistics,Express,3.28,7.2,4.8,2.0,1.9,21.56
2023-08-15,80080,60063,4,6,Amazon_Logistics,Priority,6.07,4.5,8.5,7.4,2.6,23.09
2023-08-15,90070,90091,4,4,USPS,Express,0.76,4.4,6.4,5.0,1.0,18.16
2023-08-15,55014,10037,5,8,FedEx,Ground,1.95,7.6,4.4,4.0,4.2,20.86
2023-08-15,10074,70075,8,7,USPS,Overnight,12.38,9.0,6.0,6.9,1.2,131.2
2023-08-15,80017,80046,4,4,Regional_Express,Ground,2.33,7.5,4.2,3.1,3.5,12.14
2023-08-15,10085,10088,8,8,UPS,Ground,5.2,5.3,8.0,4.1,3.2,15.15
2023-08-15,40071,97091,6,5,UPS,Express,2.8,8.5,3.4,3.6,1.7,33.38
2023-08-15,10071,90078,8,4,Regional_Express,Express,2.67,7.8,4.6,2.2,2.7,33.28
2023-08-15,80011,83026,4,2,OnTrac,Priority,6.7,7.8,5.8,6.9,3.3,25.22
2023-08-15,50037,50082,5,5,DHL,Ground,0.54,4.2,7.5,6.0,2.6,15.29
2023-08-15,90041,99017,4,4,FedEx,Ground,1.94,7.5,4.3,5.8,2.4,16.22
2023-08-15,99045,90091,4,4,DHL,Ground,1.85,7.6,5.2,3.4,3.4,13.47
2023-08-15,90014,40075,4,6,FedEx,Overnight,1.18,4.7,5.7,2.0,1.0,109.8
2023-08-15,55091,70098,5,7,UPS,Ground,9.33,11.3,8.5,4.8,4.2,28.59
2023-08-15,10038,90033,8,4,LaserShip,Ground,0.43,7.9,5.2,2.0,5.4,14.92
2023-08-15,55052,40025,5,6,UPS,Ground,3.97,9.5,5.5,3.5,3.8,18.76
2023-08-15,50022,30078,5,7,USPS,Ground,6.2,4.4,6.2,2.0,4.2,20.7
2023-08-15,60014,20091,6,8,DHL,Ground,1.06,4.0,5.4,2.0,4.3,17.62
2023-08-15,30015,55036,7,5,USPS,Express,3.59,7.0,7.4,6.3,2.2,32.84
2023-08-15,48070,20093,7,8,Amazon_Logistics,Ground,1.8,4.0,3.4,2.5,3.9,12.12
2023-08-15,20045,48068,8,7,Amazon_Logistics,Express,11.54,12.7,6.0,2.8,1.9,39.97
2023-08-15,50057,40094,5,6,USPS,Ground,1.55,8.9,6.3,2.0,4.1,9.65
2023-08-15,30034,40023,7,6,FedEx,Ground,1.76,7.9,6.4,2.3,3.2,15.82
2023-08-15,10024,55023,8,5,FedEx,Ground,2.16,8.3,6.7,2.0,4.7,21.1
2023-08-15,10026,70089,8,7,Regional_Express,Express,1.64,6.3,6.2,6.4,3.2,24.19
2023-08-15,90046,90030,4,4,UPS,Express,0.13,7.1,4.4,2.0,1.5,20.93
2023-08-15,20024,97011,8,5,LaserShip,Express,0.49,6.3,5.5,4.7,2.0,32.58
2023-08-15,70036,30071,7,7,FedEx,Ground,0.46,5.2,5.6,3.4,3.3,14.88
2023-08-15,83070,10076,2,8,Regional_Express,Priority,2.7,5.3,5.3,2.0,4.2,30.43
2023-08-15,33068,90053,8,4,USPS,Ground,3.54,5.8,6.6,5.2,5.5,17.51
2023-08-15,14047,70059,7,7,UPS,Ground,1.21,5.1,4.2,2.0,2.3,12.47
2023-08-15,48097,50048,7,5,USPS,Priority,1.65,7.2,6.8,7.6,2.7,18.94
2023-08-15,90059,60082,4,6,FedEx,Overnight,2.16,4.0,3.0,2.0,1.0,103.68
2023-08-15,90011,10068,4,8,USPS,Ground,0.43,4.0,6.0,3.6,4.9,14.58
2023-08-15,70024,80071,7,4,DHL,Ground,1.42,5.7,5.3,2.8,5.7,24.99
2023-08-15,83088,70063,2,7,USPS,Ground,4.54,5.4,5.9,4.7,6.3,21.89
2023-08-15,60027,60084,6,6,FedEx,Ground,8.76,10.7,7.7,7.7,2.5,23.76
2023-08-16,90015,30077,4,7,DHL,Priority,0.38,7.6,5.2,3.7,3.1,29.38
2023-08-16,90054,10059,4,8,UPS,Overnight,8.82,7.3,8.0,5.5,1.0,190.73
2023-08-16,83077,90023,2,4,DHL,Ground,1.24,8.9,3.5,6.5,3.2,17.69
2023-08-16,90031,83019,4,2,DHL,Ground,3.35,4.0,8.2,3.6,4.3,18.43
2023-08-16,60090,48014,6,7,UPS,Ground,3.09,7.2,5.2,2.8,3.9,15.1
2023-08-16,90028,60021,4,6,LaserShip,Ground,3.68,6.8,7.4,7.1,4.1,14.78
2023-08-16,90039,99091,4,4,Regional_Express,Ground,1.59,10.7,6.0,3.4,4.5,9.99
2023-08-16,80025,90071,4,4,DHL,Ground,1.37,4.1,3.0,4.0,2.5,15.68
2023-08-16,90028,40014,4,6,LaserShip,Priority,2.14,4.0,6.1,3.9,3.6,16.6
2023-08-16,14043,55014,7,5,UPS,Priority,2.1,4.0,5.2,3.9,2.3,19.19
2023-08-16,97069,10026,5,8,Regional_Express,Overnight,3.37,8.6,8.9,4.0,1.3,100.42
2023-08-16,90089,80031,4,4,Amazon_Logistics,Express,4.2,8.0,4.6,3.9,1.9,26.92
2023-08-16,10046,90096,8,4,OnTrac,Ground,2.09,6.1,7.5,5.2,5.0,18.19
2023-08-16,70093,60019,7,6,OnTrac,Ground,4.54,4.0,7.5,8.3,4.2,13.84
2023-08-16,48063,55093,7,5,FedEx,Ground,0.6,5.9,6.3,5.8,3.0,18.74
2023-08-16,60010,83048,6,2,LaserShip,Overnight,1.44,8.2,4.6,4.8,2.0,94.85
2023-08-16,20080,90059,8,4,FedEx,Ground,0.56,6.5,6.1,4.0,5.5,26.79
2023-08-16,10023,90092,8,4,FedEx,Ground,3.72,4.4,6.1,2.2,4.1,
2023-08-16,30012,60082,7,6,FedEx,Ground,2.29,9.2,5.1,4.3,4.5,16.63
2023-08-16,80055,10094,4,8,FedEx,Priority,10.6,12.0,7.1,2.2,2.4,44.12
2023-08-16,30013,10060,7,8,Amazon_Logistics,Ground,1.22,7.0,5.6,3.7,3.5,12.8
2023-08-16,40083,33058,6,8,LaserShip,Overnight,0.84,4.0,5.7,2.0,1.1,76.58
2023-08-16,50026,10032,5,8,Regional_Express,Ground,2.37,7.5,6.4,3.7,5.3,13.43
2023-08-16,20069,30047,8,7,OnTrac,Express,19.91,18.3,14.2,6.2,2.5,66.75
2023-08-16,20021,50064,8,5,Amazon_Logistics,Overnight,0.86,7.4,4.6,7.2,1.0,87.53
2023-08-16,40086,10091,6,8,Amazon_Logistics,Ground,3.11,6.7,5.8,3.5,2.9,14.85
2023-08-16,70025,60058,7,6,LaserShip,Priority,0.78,4.4,5.5,3.2,2.7,15.3
2023-08-16,40094,10042,6,8,Amazon_Logistics,Ground,3.4,8.7,4.6,3.2,4.0,13.29
2023-08-16,20037,14040,8,7,FedEx,Priority,2.77,5.4,4.9,2.0,2.9,25.51
2023-08-16,90051,20076,4,8,OnTrac,Express,1.91,9.0,5.8,4.2,3.2,42.69
2023-08-16,50090,90012,5,4,UPS,Ground,2.34,4.5,4.6,4.5,4.5,13.41
2023-08-16,40098,33049,6,8,OnTrac,Overnight,3.21,5.6,5.8,5.0,1.5,89.2
2023-08-16,30052,90010,7,4,Amazon_Logistics,Ground,0.22,5.7,5.2,3.7,4.3,15.45
2023-08-16,30098,90023,7,4,OnTrac,Priority,0.89,4.7,5.9,5.1,3.0,16.23
2023-08-16,10083,90025,8,4,USPS,Ground,0.41,5.6,4.7,2.2,5.7,9.94
2023-08-16,90097,90066,4,4,FedEx,Overnight,1.9,4.0,4.3,3.7,1.0,89.92
2023-08-16,48083,90094,7,4,FedEx,Express,0.33,7.0,4.9,4.0,1.4,41.54
2023-08-16,50082,20049,5,8,USPS,Ground,4.67,5.9,7.3,3.4,4.7,17.67
2023-08-16,33065,20027,8,8,USPS,Ground,1.65,4.4,3.9,2.0,3.8,8.99
2023-08-16,20035,10094,8,8,OnTrac,Ground,0.53,6.9,5.2,4.4,3.0,12.26
2023-08-16,20094,20085,8,8,Regional_Express,Overnight,1.02,7.1,5.3,4.7,2.9,53.97
2023-08-16,20015,20028,8,8,FedEx,Priority,0.37,5.7,4.3,3.1,1.0,18.45
2023-08-16,20030,10026,8,8,UPS,Express,6.1,10.2,5.6,4.6,1.2,37.77
2023-08-16,55098,48054,5,7,Amazon_Logistics,Ground,6.13,6.3,3.7,5.2,4.0,19.7
2023-08-16,70012,10055,7,8,FedEx,Ground,2.07,7.0,4.3,2.0,3.3,19.73
2023-08-16,30037,30080,7,7,USPS,Express,0.34,6.8,6.7,2.6,2.6,18.43
2023-08-16,30062,70036,7,7,UPS,Ground,2.0,5.0,6.8,5.9,1.8,11.57
2023-08-16,10084,80083,8,4,FedEx,Express,1.42,9.6,4.6,5.4,2.1,52.34
2023-08-16,90030,90081,4,4,LaserShip,Priority,2.53,5.8,6.4,2.0,3.7,16.0
2023-08-16,20083,70076,8,7,FedEx,Ground,2.52,4.0,4.2,3.9,3.6,14.93
2023-08-16,20081,33076,8,8,OnTrac,Priority,2.11,7.9,7.4,5.3,1.3,16.51
2023-08-16,60024,50033,6,5,UPS,Priority,1.04,5.5,6.1,4.0,2.6,16.99
2023-08-17,40028,40085,6,6,DHL,Express,1.57,8.0,7.3,5.5,2.6,33.72
2023-08-17,55038,14082,5,7,Amazon_Logistics,Ground,0.67,5.5,3.0,3.4,4.0,12.68
2023-08-17,60087,40029,6,6,DHL,Express,5.78,8.7,5.1,5.9,2.6,33.24
2023-08-17,33052,80067,8,4,USPS,Ground,1.45,4.7,4.6,2.2,4.5,15.14
2023-08-17,60066,20057,6,8,LaserShip,Ground,1.26,6.6,5.1,2.0,4.8,13.41
2023-08-17,80070,50088,4,5,Regional_Express,Ground,4.93,9.5,5.1,5.4,4.5,15.33
2023-08-17,55064,80091,5,4,UPS,Ground,2.99,8.1,6.3,6.7,3.7,13.63
2023-08-17,83051,30078,2,7,UPS,Express,1.92,7.0,3.9,6.1,3.4,56.0
2023-08-17,80089,60063,4,6,Amazon_Logistics,Ground,2.39,4.5,5.3,5.6,5.7,11.57
2023-08-17,10066,90065,8,4,Amazon_Logistics,Express,2.74,8.8,5.5,6.1,3.0,44.48
2023-08-17,40040,40081,6,6,OnTrac,Ground,0.93,6.3,6.1,3.2,3.0,11.78
2023-08-17,30095,48013,7,7,LaserShip,Priority,0.43,4.0,4.6,2.6,2.7,14.07
2023-08-17,50075,33061,5,8,Amazon_Logistics,Priority,0.34,9.5,7.6,2.0,1.9,
2023-08-17,55060,90048,5,4,USPS,Ground,0.33,4.0,4.0,4.8,3.6,10.07
2023-08-17,48061,83067,7,2,UPS,Ground,20.05,7.5,11.9,2.0,6.2,45.49
2023-08-17,33080,40032,8,6,Regional_Express,Ground,0.52,4.4,5.6,4.6,4.8,10.6
2023-08-17,20048,50058,8,5,Amazon_Logistics,Ground,0.81,7.4,3.5,7.0,4.0,13.13
2023-08-17,90056,50083,4,5,DHL,Ground,2.47,7.8,3.7,3.5,5.0,16.36
2023-08-17,10018,70055,8,7,UPS,Priority,4.21,6.7,6.0,4.1,,17.62
2023-08-17,90013,80069,4,4,FedEx,Overnight,0.78,7.7,3.0,3.9,1.0,92.34
2023-08-17,20073,90040,8,4,FedEx,Ground,2.98,4.4,6.3,5.4,4.9,25.94
2023-08-17,55074,90040,5,4,DHL,Ground,7.04,6.0,6.6,2.2,4.2,25.72
2023-08-17,90045,20046,4,8,USPS,Priority,0.34,4.7,6.1,2.9,3.0,18.53
2023-08-17,70014,48074,7,7,USPS,Express,3.26,5.9,5.4,3.0,1.6,24.74
2023-08-17,33070,50028,8,5,FedEx,Ground,0.94,7.2,6.1,2.8,4.9,22.98
2023-08-17,33045,10039,8,8,LaserShip,Ground,15.71,13.1,5.5,6.6,4.0,18.67
2023-08-17,40062,33052,6,8,USPS,Priority,1.03,6.5,6.2,5.0,2.5,14.97
2023-08-17,90082,90023,4,4,UPS,Overnight,1.49,4.0,5.2,6.9,1.0,73.39
2023-08-17,90086,99012,4,4,UPS,Ground,1.31,7.4,5.0,4.2,3.8,9.12
2023-08-17,48053,60068,7,6,Amazon_Logistics,Express,3.56,7.5,8.0,3.6,1.3,23.63
2023-08-17,10042,10032,8,8,Amazon_Logistics,Priority,2.72,5.6,3.2,4.4,2.4,16.89
2023-08-17,90088,10048,4,8,DHL,Ground,0.33,4.2,6.9,5.8,4.6,24.53
2023-08-17,80041,90070,4,4,FedEx,Overnight,1.02,7.7,5.5,2.0,1.0,77.26
2023-08-17,70014,50062,7,5,USPS,Priority,1.99,7.7,3.8,4.2,3.6,18.62
2023-08-17,55080,90092,5,4,Amazon_Logistics,Ground,0.28,4.4,4.6,4.0,4.8,11.88
2023-08-17,40024,48076,6,7,DHL,Express,0.44,4.0,4.4,2.0,1.9,38.84
2023-08-17,90010,70075,4,7,Regional_Express,Express,0.42,7.5,5.9,3.1,,29.67
2023-08-17,70088,50076,7,5,Regional_Express,Express,1.61,4.5,7.3,4.4,1.8,31.22
2023-08-17,50062,80012,5,4,Amazon_Logistics,Ground,2.29,4.0,5.8,4.5,3.2,12.53
2023-08-17,10067,80071,8,4,LaserShip,Overnight,1.69,6.5,4.4,6.1,22.665200224506766,102.26
2023-08-17,60041,33076,6,8,UPS,Ground,0.73,7.8,5.0,3.2,3.8,13.71
2023-08-17,70022,90021,7,4,USPS,Ground,1.98,7.4,6.9,4.3,5.4,18.29
2023-08-17,40015,60054,6,6,DHL,Express,0.64,7.3,5.0,3.0,2.6,30.04
2023-08-17,10046,33066,8,8,LaserShip,Priority,12.64,10.1,5.4,7.7,2.7,27.74
2023-08-17,60061,30095,6,7,UPS,Express,0.27,4.7,4.5,6.2,1.6,28.91
2023-08-17,60015,60045,6,6,USPS,Ground,1.45,4.0,4.5,2.7,3.0,9.03
2023-08-18,83077,10023,2,8,Amazon_Logistics,Priority,6.4,8.2,4.7,4.7,4.0,40.68
2023-08-18,90064,40055,4,6,USPS,Ground,0.77,7.8,4.2,3.2,5.4,10.04
2023-08-18,40047,97037,6,5,USPS,Priority,0.35,5.0,4.7,2.0,2.5,12.26
2023-08-18,20028,97095,8,5,LaserShip,Ground,6.69,8.2,7.8,2.6,7.2,23.48
2023-08-18,20025,60014,8,6,Amazon_Logistics,Priority,2.75,6.7,7.8,5.5,3.0,19.15
2023-08-18,99033,90056,4,4,UPS,Priority,1.19,6.3,6.2,4.2,1.2,18.9
2023-08-18,40047,83013,6,2,LaserShip,Ground,0.62,9.6,5.2,3.4,6.1,17.13
2023-08-18,60057,55075,6,5,USPS,Priority,2.91,8.5,5.2,3.4,2.9,15.27
2023-08-18,90097,55042,4,5,Regional_Express,Priority,0.24,8.0,5.4,2.3,4.3,12.31
2023-08-18,90081,10091,4,8,DHL,Ground,4.77,9.2,7.2,6.1,4.7,23.82
2023-08-18,33040,97070,8,5,USPS,Priority,3.52,9.3,4.2,4.2,3.0,20.31
2023-08-18,33045,30078,8,7,DHL,Ground,2.7,6.7,7.6,3.8,3.9,17.53
2023-08-18,14040,90026,7,4,FedEx,Priority,0.26,6.8,4.9,2.0,3.2,22.4
2023-08-18,50066,10059,5,8,FedEx,Express,0.54,7.6,5.8,3.0,1.0,46.24
2023-08-18,48074,40026,7,6,USPS,Ground,1.9,7.1,6.4,5.8,4.2,11.72
2023-08-18,40039,10079,6,8,OnTrac,Express,6.23,6.9,4.5,2.0,3.4,41.81
2023-08-18,55073,55081,5,5,USPS,Express,0.84,5.7,5.0,2.0,1.3,20.14
2023-08-18,70047,10062,7,8,LaserShip,Priority,2.56,4.1,5.2,5.9,2.1,17.75
2023-08-18,90095,99095,4,4,LaserShip,Ground,0.73,4.3,6.0,3.3,2.9,8.28
2023-08-18,30025,70074,7,7,UPS,Express,0.19,4.0,5.7,6.6,1.9,25.5
2023-08-18,55060,80094,5,4,LaserShip,Ground,8.7,12.8,4.8,2.0,5.1,16.96
2023-08-18,10090,30097,8,7,FedEx,Express,1.09,6.5,3.7,2.0,2.0,35.24
2023-08-18,60034,80085,6,4,OnTrac,Ground,0.39,7.8,3.0,3.8,4.2,12.73
2023-08-18,10090,20045,8,8,USPS,Ground,1.18,8.2,3.6,4.7,2.7,8.88
2023-08-18,80079,97023,4,5,UPS,Overnight,1.6,7.1,6.2,2.2,1.0,66.11
2023-08-18,80091,90086,4,4,Regional_Express,Priority,1.44,9.8,5.6,4.6,3.8,12.55
2023-08-18,90024,60090,4,6,Amazon_Logistics,Priority,2.2,4.2,3.6,2.5,4.3,18.65
2023-08-18,55053,70021,5,7,OnTrac,Express,1.39,4.0,6.1,7.0,3.6,28.98
2023-08-18,50076,80013,5,4,USPS,Ground,1.5,5.5,4.3,4.0,3.8,11.38
2023-08-18,70089,33033,7,8,UPS,Priority,3.41,9.3,6.0,6.8,3.5,18.0
2023-08-18,80028,80097,4,4,OnTrac,Express,4.3,8.1,6.1,6.7,2.6,23.99
2023-08-18,55032,70032,5,7,Amazon_Logistics,Express,1.21,6.6,6.1,4.6,1.4,29.3
2023-08-18,50087,60023,5,6,Regional_Express,Ground,10.77,8.2,9.7,4.1,4.5,18.29
2023-08-18,40093,90019,6,4,OnTrac,Ground,0.52,6.1,4.9,2.0,7.2,14.44
2023-08-18,10081,99074,8,4,OnTrac,Express,2.69,4.0,8.0,2.0,4.3,40.65
2023-08-18,33073,70075,8,7,FedEx,Ground,1.18,6.4,5.6,5.5,4.1,13.51
2023-08-18,55098,10017,5,8,OnTrac,Ground,3.61,6.2,4.0,2.6,5.4,20.43
2023-08-18,40017,48039,6,7,DHL,Ground,1.65,8.0,6.8,4.4,5.4,14.75
2023-08-18,10067,60035,8,6,FedEx,Overnight,2.95,5.5,5.2,5.1,1.1,99.94
2023-08-18,20068,90080,8,4,FedEx,Express,0.67,6.3,6.2,2.0,1.6,42.52
2023-08-18,10058,50081,8,5,DHL,Ground,1.59,5.0,6.1,6.4,5.7,26.95
2023-08-18,55094,30052,5,7,USPS,Overnight,2.82,7.7,6.6,5.3,1.5,80.83
2023-08-18,10090,10092,8,8,DHL,Overnight,0.99,7.3,4.9,2.7,3.4,85.54
2023-08-18,90030,30019,4,7,Regional_Express,Priority,0.57,8.6,4.2,3.2,4.1,16.06
2023-08-18,83024,83055,2,2,LaserShip,Express,1.73,5.3,4.4,3.6,3.0,24.07
2023-08-18,48031,20060,7,8,Regional_Express,Express,0.1,4.5,5.5,3.2,2.8,22.07
2023-08-18,30058,80083,7,4,OnTrac,Ground,1.66,5.2,3.0,3.3,5.5,18.49
2023-08-18,40030,33020,6,8,LaserShip,Priority,8.66,9.3,6.1,4.0,4.4,25.93
2023-08-18,60031,90077,6,4,DHL,Priority,0.81,4.0,4.6,3.4,3.2,26.24
2023-08-18,30045,80039,7,4,UPS,Ground,0.79,8.3,3.0,2.0,6.1,17.62
2023-08-19,90034,99038,4,4,LaserShip,Priority,0.71,4.7,4.7,5.3,,11.38
2023-08-19,10047,80096,8,4,Amazon_Logistics,Ground,1.35,6.5,4.5,5.3,6.0,18.38
2023-08-19,60088,40061,6,6,OnTrac,Ground,0.35,8.0,4.9,4.2,3.1,11.52
2023-08-19,48069,30013,7,7,FedEx,Ground,0.32,4.0,4.7,4.6,2.6,11.8
2023-08-19,70022,70046,7,7,OnTrac,Ground,1.16,5.9,6.7,2.0,5.6,10.41
2023-08-19,97035,48097,5,7,DHL,Priority,0.3,5.8,6.7,3.4,4.4,22.03
2023-08-19,70042,30057,7,7,FedEx,Ground,3.07,8.6,5.3,5.0,4.2,12.65
2023-08-19,30076,33029,7,8,USPS,Ground,4.05,8.0,6.3,2.4,3.9,16.49
2023-08-19,33049,10012,8,8,Amazon_Logistics,Express,1.49,4.0,3.1,4.6,1.4,19.75
2023-08-20,83091,60012,2,6,OnTrac,Ground,2.0,4.8,6.4,2.7,4.8,19.55
2023-08-20,60012,48015,6,7,UPS,Ground,1.96,6.2,5.0,2.0,5.7,15.15
2023-08-20,83058,90043,2,4,DHL,Express,0.95,5.2,6.2,5.0,3.9,34.06
2023-08-20,60012,20084,6,8,Regional_Express,Ground,0.34,4.3,3.6,2.8,4.2,12.07
2023-08-20,97023,90017,5,4,UPS,Ground,10.48,11.2,6.2,7.1,4.0,22.22
2023-08-20,97095,10029,5,8,OnTrac,Ground,2.37,5.4,6.7,4.1,5.9,14.87
2023-08-20,60075,40042,6,6,USPS,Ground,1.3,4.0,4.3,4.2,3.1,9.29
2023-08-20,30015,20068,7,8,Regional_Express,Ground,1.1,10.5,5.0,2.0,4.7,11.55
2023-08-20,83064,83074,2,2,OnTrac,Priority,1.84,5.4,4.8,2.7,2.4,18.15
2023-08-20,33060,55049,8,5,Amazon_Logistics,Ground,2.23,4.0,6.3,2.9,4.5,18.15
2023-08-20,40018,70049,6,7,Regional_Express,Express,0.55,6.2,5.4,2.0,3.4,20.58
2023-08-20,33087,14097,8,7,USPS,Ground,0.6,4.1,5.9,2.0,4.9,9.96
2023-08-20,90022,40011,4,6,OnTrac,Overnight,1.03,4.4,7.3,5.1,18.281275308349127,76.27
2023-08-20,90071,80076,4,4,UPS,Ground,0.18,6.1,4.7,4.0,2.9,13.47
2023-08-20,90087,60033,4,6,USPS,Priority,2.43,8.0,3.4,3.6,4.6,14.38
2023-08-20,33041,60030,8,6,DHL,Ground,2.06,8.0,5.5,3.6,4.5,16.88
2023-08-20,33036,48034,8,7,Amazon_Logistics,Express,1.57,4.1,6.9,3.8,2.9,22.3
2023-08-20,48050,40094,7,6,FedEx,Ground,3.48,7.2,5.2,2.0,3.9,19.01
2023-08-21,60041,50071,6,5,OnTrac,Express,0.34,5.1,3.0,2.3,2.7,25.77
2023-08-21,99080,55031,4,5,FedEx,Ground,1.51,4.7,5.7,2.5,3.6,17.18
2023-08-21,10072,60090,8,6,LaserShip,Express,0.71,7.7,4.2,4.5,2.8,24.71
2023-08-21,80031,33087,4,8,OnTrac,Priority,1.23,6.4,7.3,2.7,3.5,21.84
2023-08-21,10093,70032,8,7,UPS,Ground,0.7,8.9,5.7,4.5,4.0,
2023-08-21,20011,90033,8,4,Regional_Express,Overnight,4.2,7.4,8.1,3.8,1.0,101.31
2023-08-21,70067,05012,7,8,UPS,Ground,0.84,5.7,4.5,5.6,4.3,13.5
2023-08-21,20063,80047,8,4,USPS,Express,0.13,6.0,4.6,2.0,2.7,32.8
2023-08-21,70052,70054,7,7,OnTrac,Express,0.14,4.6,5.8,4.1,,24.31
2023-08-21,99054,90073,4,4,DHL,Ground,1.17,6.6,4.6,4.7,2.9,15.83
2023-08-21,70079,55083,7,5,USPS,Overnight,0.66,8.3,5.8,4.1,1.4,78.93
2023-08-21,83086,20043,2,8,UPS,Express,2.44,10.6,6.9,3.6,3.0,61.57
2023-08-21,30051,90077,7,4,FedEx,Overnight,5.18,4.0,6.9,6.2,1.0,134.65
2023-08-21,90024,90014,4,4,LaserShip,Express,4.58,6.0,5.6,4.1,2.9,29.07
2023-08-21,10016,10048,8,8,Amazon_Logistics,Ground,1.15,8.0,3.6,3.7,2.4,9.23
2023-08-21,10091,80062,8,4,FedEx,Priority,0.73,4.2,5.9,2.5,1.0,27.96
2023-08-21,97058,10084,5,8,FedEx,Priority,6.76,10.0,5.0,3.7,2.8,36.8
2023-08-21,33092,10080,8,8,Regional_Express,Ground,4.49,6.1,7.8,5.6,3.1,10.98
2023-08-21,80061,10088,4,8,OnTrac,Priority,0.25,7.9,6.6,3.0,3.9,20.41
2023-08-21,50072,20079,5,8,Regional_Express,Overnight,7.33,8.6,5.0,6.8,1.9,115.14
2023-08-21,40021,90020,6,4,FedEx,Express,3.16,5.5,4.2,2.0,1.0,45.86
2023-08-21,20095,60060,8,6,Regional_Express,Priority,0.23,7.8,3.6,2.0,4.0,14.18
2023-08-21,10059,20064,8,8,Regional_Express,Priority,0.33,6.1,6.1,2.0,2.9,11.11
2023-08-21,90040,60055,4,6,DHL,Ground,1.84,4.0,3.9,2.0,3.6,22.3
2023-08-21,40015,10029,6,8,Regional_Express,Ground,1.14,6.8,3.6,3.1,5.2,11.92
2023-08-21,20039,60012,8,6,USPS,Ground,1.72,6.8,3.8,2.0,4.1,13.44
2023-08-21,70037,48052,7,7,USPS,Priority,1.16,6.1,6.1,2.0,1.6,13.53
2023-08-21,50061,97043,5,5,Regional_Express,Ground,0.56,7.5,3.4,3.3,4.4,10.58
2023-08-21,60038,83086,6,2,FedEx,Ground,0.64,6.6,3.4,2.3,4.4,20.04
2023-08-21,50062,10077,5,8,Amazon_Logistics,Express,2.86,6.5,4.1,3.2,1.3,38.61
2023-08-21,83022,20072,2,8,UPS,Priority,2.05,4.0,5.1,4.4,4.4,32.63
2023-08-21,20071,40043,8,6,OnTrac,Ground,1.89,4.7,4.5,5.0,3.2,16.03
2023-08-21,20079,20040,8,8,LaserShip,Priority,3.01,5.3,5.6,5.8,2.7,18.66
2023-08-21,90032,80047,4,4,UPS,Express,23.03,12.1,10.4,8.7,1.0,64.79
2023-08-21,55064,40096,5,6,UPS,Ground,1.34,4.9,6.3,5.7,3.0,13.05
2023-08-21,40078,14088,6,7,DHL,Express,2.12,6.0,6.1,4.5,1.4,40.18
2023-08-21,48010,90018,7,4,UPS,Overnight,5.49,7.3,7.3,2.0,1.0,114.93
2023-08-21,90018,60063,4,6,DHL,Ground,0.98,8.7,6.6,3.9,4.4,19.1
2023-08-21,70046,33024,7,8,Amazon_Logistics,Express,1.79,7.1,6.2,4.4,2.1,19.89
2023-08-21,90039,90085,4,4,Regional_Express,Express,0.14,4.6,7.0,3.8,2.4,20.52
2023-08-21,40030,10098,6,8,UPS,Ground,1.04,5.1,3.3,5.8,4.3,15.09
2023-08-21,50081,99065,5,4,USPS,Overnight,3.71,6.6,7.6,4.0,1.0,74.21
2023-08-21,30049,10016,7,8,DHL,Priority,3.88,7.3,9.4,4.5,3.9,29.33
2023-08-21,70056,70078,7,7,OnTrac,Express,5.24,12.3,8.0,3.5,2.0,30.63
2023-08-21,60092,70090,6,7,UPS,Express,0.36,6.2,6.1,2.8,1.3,25.01
2023-08-21,70069,50051,7,5,DHL,Ground,2.57,9.6,4.7,3.5,4.1,21.53
2023-08-21,70013,05043,7,8,Regional_Express,Ground,0.78,8.6,5.1,3.8,4.5,12.03
